
;NB_triplets
Nb triplets;48751

;NB_o
Nb "o";22185

;NB_s
Nb "s";14637

;NB_p
nb "p";6

;ID;NAME;NB
Distribution of linked "o";"18170000";1
Distribution of linked "o";"18550000";1
Distribution of linked "o";"15010224";1
Distribution of linked "o";"15540619";1
Distribution of linked "o";"18960429";1
Distribution of linked "o";"19811006";1
Distribution of linked "o";"19211210";1
Distribution of linked "o";"19961221";1
Distribution of linked "o";"Q66548";1
Distribution of linked "o";"19750922";1
Distribution of linked "o";"18960131";1
Distribution of linked "o";"18220217";1
Distribution of linked "o";"18560730";1
Distribution of linked "o";"19350905";1
Distribution of linked "o";"19581109";1
Distribution of linked "o";"18810918";1
Distribution of linked "o";"18950412";1
Distribution of linked "o";"19890518";1
Distribution of linked "o";"19010227";1
Distribution of linked "o";"19450322";1
Distribution of linked "o";"19271231";1
Distribution of linked "o";"20080206";1
Distribution of linked "o";"19870616";1
Distribution of linked "o";"19000904";1
Distribution of linked "o";"20090802";1
Distribution of linked "o";"18911011";1
Distribution of linked "o";"19750520";1
Distribution of linked "o";"19071112";1
Distribution of linked "o";"19010823";1
Distribution of linked "o";"19810401";1
Distribution of linked "o";"19300208";1
Distribution of linked "o";"18910110";1
Distribution of linked "o";"19841220";1
Distribution of linked "o";"18991225";1
Distribution of linked "o";"18670610";1
Distribution of linked "o";"19350605";1
Distribution of linked "o";"18370429";1
Distribution of linked "o";"19070503";1
Distribution of linked "o";"19600717";1
Distribution of linked "o";"17240506";1
Distribution of linked "o";"17340506";1
Distribution of linked "o";"18041102";1
Distribution of linked "o";"19510827";1
Distribution of linked "o";"19670824";1
Distribution of linked "o";"18850901";1
Distribution of linked "o";"18971219";1
Distribution of linked "o";"19781205";1
Distribution of linked "o";"18321119";1
Distribution of linked "o";"18880522";1
Distribution of linked "o";"15570530";1
Distribution of linked "o";"18300703";1
Distribution of linked "o";"19100606";1
Distribution of linked "o";"18110530";1
Distribution of linked "o";"18880306";1
Distribution of linked "o";"18630518";1
Distribution of linked "o";"19460718";1
Distribution of linked "o";"19740427";1
Distribution of linked "o";"18610809";1
Distribution of linked "o";"18951003";1
Distribution of linked "o";"19650725";1
Distribution of linked "o";"19180219";1
Distribution of linked "o";"20150306";1
Distribution of linked "o";"19640830";1
Distribution of linked "o";"19520420";1
Distribution of linked "o";"19770701";1
Distribution of linked "o";"19511107";1
Distribution of linked "o";"19710804";1
Distribution of linked "o";"18950502";1
Distribution of linked "o";"19421017";1
Distribution of linked "o";"19160802";1
Distribution of linked "o";"19930625";1
Distribution of linked "o";"16081110";1
Distribution of linked "o";"16811102";1
Distribution of linked "o";"19311206";1
Distribution of linked "o";"18730820";1
Distribution of linked "o";"19550220";1
Distribution of linked "o";"17960331";1
Distribution of linked "o";"19421130";1
Distribution of linked "o";"17970809";1
Distribution of linked "o";"15160730";1
Distribution of linked "o";"19660618";1
Distribution of linked "o";"18200918";1
Distribution of linked "o";"18811114";1
Distribution of linked "o";"18810923";1
Distribution of linked "o";"19440729";1
Distribution of linked "o";"18940201";1
Distribution of linked "o";"19690513";1
Distribution of linked "o";"19340703";1
Distribution of linked "o";"19490219";1
Distribution of linked "o";"20130311";1
Distribution of linked "o";"18480815";1
Distribution of linked "o";"19261219";1
Distribution of linked "o";"18140906";1
Distribution of linked "o";"18830831";1
Distribution of linked "o";"19740706";1
Distribution of linked "o";"19630222";1
Distribution of linked "o";"18490922";1
Distribution of linked "o";"19230703";1
Distribution of linked "o";"17910131";1
Distribution of linked "o";"18700622";1
Distribution of linked "o";"18770311";1
Distribution of linked "o";"19520706";1
Distribution of linked "o";"18600131";1
Distribution of linked "o";"19270625";1
Distribution of linked "o";"12150101";1
Distribution of linked "o";"12710110";1
Distribution of linked "o";"19230602";1
Distribution of linked "o";"19940424";1
Distribution of linked "o";"19481230";1
Distribution of linked "o";"18211111";1
Distribution of linked "o";"18740819";1
Distribution of linked "o";"19620702";1
Distribution of linked "o";"18981003";1
Distribution of linked "o";"19441020";1
Distribution of linked "o";"19041001";1
Distribution of linked "o";"19541029";1
Distribution of linked "o";"16250307";1
Distribution of linked "o";"15350624";1
Distribution of linked "o";"15920411";1
Distribution of linked "o";"18900301";1
Distribution of linked "o";"Q20665494";1
Distribution of linked "o";"17360607";1
Distribution of linked "o";"17930413";1
Distribution of linked "o";"17890522";1
Distribution of linked "o";"18650710";1
Distribution of linked "o";"15141129";1
Distribution of linked "o";"15810929";1
Distribution of linked "o";"19360811";1
Distribution of linked "o";"19681225";1
Distribution of linked "o";"18830713";1
Distribution of linked "o";"19131108";1
Distribution of linked "o";"20030328";1
Distribution of linked "o";"19031004";1
Distribution of linked "o";"18850209";1
Distribution of linked "o";"19351224";1
Distribution of linked "o";"18830208";1
Distribution of linked "o";"19500108";1
Distribution of linked "o";"18690903";1
Distribution of linked "o";"19301213";1
Distribution of linked "o";"Q86115";1
Distribution of linked "o";"19321104";1
Distribution of linked "o";"20040706";1
Distribution of linked "o";"19050905";1
Distribution of linked "o";"Q172976";1
Distribution of linked "o";"Q992504";1
Distribution of linked "o";"Q7388751";1
Distribution of linked "o";"19600704";1
Distribution of linked "o";"19940430";1
Distribution of linked "o";"19031107";1
Distribution of linked "o";"19890227";1
Distribution of linked "o";"19090330";1
Distribution of linked "o";"20011103";1
Distribution of linked "o";"Q95823";1
Distribution of linked "o";"19040626";1
Distribution of linked "o";"19640323";1
Distribution of linked "o";"19230309";1
Distribution of linked "o";"20160419";1
Distribution of linked "o";"18680119";1
Distribution of linked "o";"19321204";1
Distribution of linked "o";"18900910";1
Distribution of linked "o";"19450826";1
Distribution of linked "o";"18750202";1
Distribution of linked "o";"19620129";1
Distribution of linked "o";"18521111";1
Distribution of linked "o";"19250825";1
Distribution of linked "o";"18941116";1
Distribution of linked "o";"19720727";1
Distribution of linked "o";"19220516";1
Distribution of linked "o";"20100108";1
Distribution of linked "o";"18600905";1
Distribution of linked "o";"18600925";1
Distribution of linked "o";"19330407";1
Distribution of linked "o";"18540630";1
Distribution of linked "o";"19240922";1
Distribution of linked "o";"18720926";1
Distribution of linked "o";"18940825";1
Distribution of linked "o";"19660611";1
Distribution of linked "o";"18690617";1
Distribution of linked "o";"19781011";1
Distribution of linked "o";"19750806";1
Distribution of linked "o";"19750428";1
Distribution of linked "o";"19560525";1
Distribution of linked "o";"18871216";1
Distribution of linked "o";"19540124";1
Distribution of linked "o";"19540104";1
Distribution of linked "o";"19860601";1
Distribution of linked "o";"18341111";1
Distribution of linked "o";"18371111";1
Distribution of linked "o";"19191210";1
Distribution of linked "o";"18730818";1
Distribution of linked "o";"18000722";1
Distribution of linked "o";"18640824";1
Distribution of linked "o";"18570616";1
Distribution of linked "o";"19350601";1
Distribution of linked "o";"16800213";1
Distribution of linked "o";"16801213";1
Distribution of linked "o";"17410826";1
Distribution of linked "o";"18530717";1
Distribution of linked "o";"19201127";1
Distribution of linked "o";"20130421";1
Distribution of linked "o";"19120204";1
Distribution of linked "o";"19930911";1
Distribution of linked "o";"18470215";1
Distribution of linked "o";"19270219";1
Distribution of linked "o";"18680318";1
Distribution of linked "o";"19400625";1
Distribution of linked "o";"19190716";1
Distribution of linked "o";"19990419";1
Distribution of linked "o";"18230212";1
Distribution of linked "o";"19021202";1
Distribution of linked "o";"19270514";1
Distribution of linked "o";"18720918";1
Distribution of linked "o";"19190828";1
Distribution of linked "o";"18681202";1
Distribution of linked "o";"19350704";1
Distribution of linked "o";"19130503";1
Distribution of linked "o";"19811008";1
Distribution of linked "o";"20091205";1
Distribution of linked "o";"19571202";1
Distribution of linked "o";"18520704";1
Distribution of linked "o";"19240104";1
Distribution of linked "o";"19240105";1
Distribution of linked "o";"19440201";1
Distribution of linked "o";"19620411";1
Distribution of linked "o";"Q78887";1
Distribution of linked "o";"19560315";1
Distribution of linked "o";"18990706";1
Distribution of linked "o";"19610427";1
Distribution of linked "o";"19450113";1
Distribution of linked "o";"19520916";1
Distribution of linked "o";"17630618";1
Distribution of linked "o";"18240515";1
Distribution of linked "o";"18320329";1
Distribution of linked "o";"18101207";1
Distribution of linked "o";"18940717";1
Distribution of linked "o";"19140513";1
Distribution of linked "o";"19980423";1
Distribution of linked "o";"17240507";1
Distribution of linked "o";"17970822";1
Distribution of linked "o";"19050526";1
Distribution of linked "o";"19990625";1
Distribution of linked "o";"17331014";1
Distribution of linked "o";"17980721";1
Distribution of linked "o";"18910329";1
Distribution of linked "o";"19051212";1
Distribution of linked "o";"18760719";1
Distribution of linked "o";"19320802";1
Distribution of linked "o";"19750910";1
Distribution of linked "o";"18910723";1
Distribution of linked "o";"19430121";1
Distribution of linked "o";"19740911";1
Distribution of linked "o";"19030410";1
Distribution of linked "o";"19730405";1
Distribution of linked "o";"19280910";1
Distribution of linked "o";"19061016";1
Distribution of linked "o";"19981230";1
Distribution of linked "o";"18540906";1
Distribution of linked "o";"19430120";1
Distribution of linked "o";"18620605";1
Distribution of linked "o";"18311112";1
Distribution of linked "o";"18980621";1
Distribution of linked "o";"20100629";1
Distribution of linked "o";"19240102";1
Distribution of linked "o";"19970425";1
Distribution of linked "o";"17370113";1
Distribution of linked "o";"17980516";1
Distribution of linked "o";"19440701";1
Distribution of linked "o";"18740719";1
Distribution of linked "o";"19540422";1
Distribution of linked "o";"19210302";1
Distribution of linked "o";"19540621";1
Distribution of linked "o";"18540918";1
Distribution of linked "o";"19410108";1
Distribution of linked "o";"18750204";1
Distribution of linked "o";"19160712";1
Distribution of linked "o";"17570817";1
Distribution of linked "o";"18210821";1
Distribution of linked "o";"17360524";1
Distribution of linked "o";"17360331";1
Distribution of linked "o";"18180528";1
Distribution of linked "o";"17221119";1
Distribution of linked "o";"18090517";1
Distribution of linked "o";"18090518";1
Distribution of linked "o";"17800615";1
Distribution of linked "o";"18481006";1
Distribution of linked "o";"19660614";1
Distribution of linked "o";"19650614";1
Distribution of linked "o";"19210709";1
Distribution of linked "o";"17490410";1
Distribution of linked "o";"18200717";1
Distribution of linked "o";"18990226";1
Distribution of linked "o";"17990420";1
Distribution of linked "o";"17990123";1
Distribution of linked "o";"18581001";1
Distribution of linked "o";"19220713";1
Distribution of linked "o";"19310904";1
Distribution of linked "o";"19540911";1
Distribution of linked "o";"17530713";1
Distribution of linked "o";"18490610";1
Distribution of linked "o";"18520530";1
Distribution of linked "o";"19090520";1
Distribution of linked "o";"18970730";1
Distribution of linked "o";"18120418";1
Distribution of linked "o";"18870307";1
Distribution of linked "o";"19040817";1
Distribution of linked "o";"19910527";1
Distribution of linked "o";"20050520";1
Distribution of linked "o";"19150412";1
Distribution of linked "o";"18020113";1
Distribution of linked "o";"19030407";1
Distribution of linked "o";"17780131";1
Distribution of linked "o";"18610404";1
Distribution of linked "o";"18711013";1
Distribution of linked "o";"19500504";1
Distribution of linked "o";"19090901";1
Distribution of linked "o";"18380221";1
Distribution of linked "o";"19211221";1
Distribution of linked "o";"18561030";1
Distribution of linked "o";"19270325";1
Distribution of linked "o";"Q62353";1
Distribution of linked "o";"19080708";1
Distribution of linked "o";"19080709";1
Distribution of linked "o";"19861009";1
Distribution of linked "o";"18400321";1
Distribution of linked "o";"19621211";1
Distribution of linked "o";"18380120";1
Distribution of linked "o";"19161009";1
Distribution of linked "o";"18510614";1
Distribution of linked "o";"19301121";1
Distribution of linked "o";"19390712";1
Distribution of linked "o";"Q694747";1
Distribution of linked "o";"19290709";1
Distribution of linked "o";"19920329";1
Distribution of linked "o";"18330930";1
Distribution of linked "o";"19060724";1
Distribution of linked "o";"18641002";1
Distribution of linked "o";"18560825";1
Distribution of linked "o";"19310623";1
Distribution of linked "o";"17660207";1
Distribution of linked "o";"18391209";1
Distribution of linked "o";"18391204";1
Distribution of linked "o";"18741012";1
Distribution of linked "o";"19480302";1
Distribution of linked "o";"17260815";1
Distribution of linked "o";"18000807";1
Distribution of linked "o";"19191013";1
Distribution of linked "o";"20030324";1
Distribution of linked "o";"19000225";1
Distribution of linked "o";"17970517";1
Distribution of linked "o";"17940517";1
Distribution of linked "o";"18651028";1
Distribution of linked "o";"19320901";1
Distribution of linked "o";"19020907";1
Distribution of linked "o";"19880417";1
Distribution of linked "o";"19940516";1
Distribution of linked "o";"Q1074980";1
Distribution of linked "o";"19771114";1
Distribution of linked "o";"19060416";1
Distribution of linked "o";"19870606";1
Distribution of linked "o";"18270221";1
Distribution of linked "o";"18640625";1
Distribution of linked "o";"18991012";1
Distribution of linked "o";"17710815";1
Distribution of linked "o";"18320921";1
Distribution of linked "o";"18630527";1
Distribution of linked "o";"18510221";1
Distribution of linked "o";"18540521";1
Distribution of linked "o";"19180518";1
Distribution of linked "o";"19361117";1
Distribution of linked "o";"18480413";1
Distribution of linked "o";"19250302";1
Distribution of linked "o";"18790126";1
Distribution of linked "o";"18510102";1
Distribution of linked "o";"19240206";1
Distribution of linked "o";"18881218";1
Distribution of linked "o";"19940613";1
Distribution of linked "o";"19521202";1
Distribution of linked "o";"19720731";1
Distribution of linked "o";"19540701";1
Distribution of linked "o";"19620317";1
Distribution of linked "o";"17911130";1
Distribution of linked "o";"18480928";1
Distribution of linked "o";"18910115";1
Distribution of linked "o";"19560404";1
Distribution of linked "o";"19710801";1
Distribution of linked "o";"18371207";1
Distribution of linked "o";"19220127";1
Distribution of linked "o";"18820321";1
Distribution of linked "o";"19690131";1
Distribution of linked "o";"18581221";1
Distribution of linked "o";"17671119";1
Distribution of linked "o";"18890202";1
Distribution of linked "o";"19440628";1
Distribution of linked "o";"18891012";1
Distribution of linked "o";"19500114";1
Distribution of linked "o";"18610426";1
Distribution of linked "o";"19210512";1
Distribution of linked "o";"19490228";1
Distribution of linked "o";"18870205";1
Distribution of linked "o";"19710714";1
Distribution of linked "o";"Q3808920";1
Distribution of linked "o";"19231216";1
Distribution of linked "o";"19420724";1
Distribution of linked "o";"19390914";1
Distribution of linked "o";"18590226";1
Distribution of linked "o";"18781001";1
Distribution of linked "o";"19500708";1
Distribution of linked "o";"17930303";1
Distribution of linked "o";"18640526";1
Distribution of linked "o";"18661105";1
Distribution of linked "o";"19420726";1
Distribution of linked "o";"18140919";1
Distribution of linked "o";"14860212";1
Distribution of linked "o";"14160101";1
Distribution of linked "o";"18110407";1
Distribution of linked "o";"18881217";1
Distribution of linked "o";"18310202";1
Distribution of linked "o";"18810524";1
Distribution of linked "o";"Q12956447";1
Distribution of linked "o";"19780817";1
Distribution of linked "o";"19540903";1
Distribution of linked "o";"19791126";1
Distribution of linked "o";"19870211";1
Distribution of linked "o";"16081209";1
Distribution of linked "o";"16741108";1
Distribution of linked "o";"17981224";1
Distribution of linked "o";"18551126";1
Distribution of linked "o";"Q22815427";1
Distribution of linked "o";"Q622432";1
Distribution of linked "o";"19630126";1
Distribution of linked "o";"Q3072659";1
Distribution of linked "o";"18990117";1
Distribution of linked "o";"19060925";1
Distribution of linked "o";"19750809";1
Distribution of linked "o";"18331025";1
Distribution of linked "o";"18331201";1
Distribution of linked "o";"17890826";1
Distribution of linked "o";"19651108";1
Distribution of linked "o";"19920522";1
Distribution of linked "o";"15200101";1
Distribution of linked "o";"19080531";1
Distribution of linked "o";"19970921";1
Distribution of linked "o";"Q508447";1
Distribution of linked "o";"15901118";1
Distribution of linked "o";"19580530";1
Distribution of linked "o";"19670719";1
Distribution of linked "o";"19730314";1
Distribution of linked "o";"19180126";1
Distribution of linked "o";"19891225";1
Distribution of linked "o";"02300101";1
Distribution of linked "o";"19730924";1
Distribution of linked "o";"Q4616";1
Distribution of linked "o";"19151017";1
Distribution of linked "o";"20050210";1
Distribution of linked "o";"-05280101";1
Distribution of linked "o";"-05860101";1
Distribution of linked "o";"18430615";1
Distribution of linked "o";"19070904";1
Distribution of linked "o";"19911104";1
Distribution of linked "o";"18300309";1
Distribution of linked "o";"19860509";1
Distribution of linked "o";"19140515";1
Distribution of linked "o";"Q3269201";1
Distribution of linked "o";"19231004";1
Distribution of linked "o";"18390125";1
Distribution of linked "o";"Q770740";1
Distribution of linked "o";"19920421";1
Distribution of linked "o";"Q559339";1
Distribution of linked "o";"Q60127";1
Distribution of linked "o";"15090528";1
Distribution of linked "o";"18471217";1
Distribution of linked "o";"19230328";1
Distribution of linked "o";"19630314";1
Distribution of linked "o";"19620611";1
Distribution of linked "o";"05480101";1
Distribution of linked "o";"20020607";1
Distribution of linked "o";"19520525";1
Distribution of linked "o";"20021024";1
Distribution of linked "o";"19020728";1
Distribution of linked "o";"19591001";1
Distribution of linked "o";"19930107";1
Distribution of linked "o";"20030925";1
Distribution of linked "o";"Q26424";1
Distribution of linked "o";"Q435696";1
Distribution of linked "o";"Q13407390";1
Distribution of linked "o";"19420713";1
Distribution of linked "o";"19460119";1
Distribution of linked "o";"18190531";1
Distribution of linked "o";"18920326";1
Distribution of linked "o";"Q3827725";1
Distribution of linked "o";"18940726";1
Distribution of linked "o";"Q81131";1
Distribution of linked "o";"18110213";1
Distribution of linked "o";"18880923";1
Distribution of linked "o";"Q455177";1
Distribution of linked "o";"19530516";1
Distribution of linked "o";"19610423";1
Distribution of linked "o";"20121001";1
Distribution of linked "o";"19871122";1
Distribution of linked "o";"19810220";1
Distribution of linked "o";"19880110";1
Distribution of linked "o";"11360101";1
Distribution of linked "o";"00420101";1
Distribution of linked "o";"01240101";1
Distribution of linked "o";"19590417";1
Distribution of linked "o";"19040915";1
Distribution of linked "o";"19920116";1
Distribution of linked "o";"Q193504";1
Distribution of linked "o";"19640930";1
Distribution of linked "o";"19640704";1
Distribution of linked "o";"18990427";1
Distribution of linked "o";"19740507";1
Distribution of linked "o";"18580214";1
Distribution of linked "o";"19360710";1
Distribution of linked "o";"18740102";1
Distribution of linked "o";"18800312";1
Distribution of linked "o";"19580827";1
Distribution of linked "o";"00680101";1
Distribution of linked "o";"19650626";1
Distribution of linked "o";"19401014";1
Distribution of linked "o";"19410505";1
Distribution of linked "o";"Q2889104";1
Distribution of linked "o";"19750219";1
Distribution of linked "o";"19280224";1
Distribution of linked "o";"19070724";1
Distribution of linked "o";"19830923";1
Distribution of linked "o";"19901024";1
Distribution of linked "o";"19500818";1
Distribution of linked "o";"18641124";1
Distribution of linked "o";"19601205";1
Distribution of linked "o";"17561215";1
Distribution of linked "o";"18180804";1
Distribution of linked "o";"18010907";1
Distribution of linked "o";"18780903";1
Distribution of linked "o";"18040102";1
Distribution of linked "o";"18490528";1
Distribution of linked "o";"04360101";1
Distribution of linked "o";"19800201";1
Distribution of linked "o";"19801010";1
Distribution of linked "o";"18741121";1
Distribution of linked "o";"19611227";1
Distribution of linked "o";"19381229";1
Distribution of linked "o";"18770220";1
Distribution of linked "o";"16310415";1
Distribution of linked "o";"17030711";1
Distribution of linked "o";"Q22939728";1
Distribution of linked "o";"19760827";1
Distribution of linked "o";"Q461079";1
Distribution of linked "o";"19770128";1
Distribution of linked "o";"18440205";1
Distribution of linked "o";"18230328";1
Distribution of linked "o";"18840227";1
Distribution of linked "o";"19430302";1
Distribution of linked "o";"19420619";1
Distribution of linked "o";"00790825";1
Distribution of linked "o";"00791025";1
Distribution of linked "o";"00790000";1
Distribution of linked "o";"19691231";1
Distribution of linked "o";"19900425";1
Distribution of linked "o";"11700000";1
Distribution of linked "o";"12410000";1
Distribution of linked "o";"Q2628666";1
Distribution of linked "o";"Q273511";1
Distribution of linked "o";"18980203";1
Distribution of linked "o";"19760511";1
Distribution of linked "o";"19831015";1
Distribution of linked "o";"18231128";1
Distribution of linked "o";"Q201567";1
Distribution of linked "o";"19850819";1
Distribution of linked "o";"19060420";1
Distribution of linked "o";"19430614";1
Distribution of linked "o";"19400219";1
Distribution of linked "o";"20061221";1
Distribution of linked "o";"19670810";1
Distribution of linked "o";"19240803";1
Distribution of linked "o";"19300831";1
Distribution of linked "o";"19941206";1
Distribution of linked "o";"19370902";1
Distribution of linked "o";"19811203";1
Distribution of linked "o";"19870109";1
Distribution of linked "o";"19840815";1
Distribution of linked "o";"-04280101";1
Distribution of linked "o";"19670616";1
Distribution of linked "o";"18660812";1
Distribution of linked "o";"19540714";1
Distribution of linked "o";"01540101";1
Distribution of linked "o";"18990603";1
Distribution of linked "o";"18251025";1
Distribution of linked "o";"19890128";1
Distribution of linked "o";"18810325";1
Distribution of linked "o";"Q1902714";1
Distribution of linked "o";"20140811";1
Distribution of linked "o";"19510721";1
Distribution of linked "o";"19310208";1
Distribution of linked "o";"18841011";1
Distribution of linked "o";"19621107";1
Distribution of linked "o";"Q13435675";1
Distribution of linked "o";"19040118";1
Distribution of linked "o";"19861129";1
Distribution of linked "o";"19801207";1
Distribution of linked "o";"Q80230";1
Distribution of linked "o";"15560000";1
Distribution of linked "o";"Q22442772";1
Distribution of linked "o";"19420802";1
Distribution of linked "o";"12260702";1
Distribution of linked "o";"15920105";1
Distribution of linked "o";"16660122";1
Distribution of linked "o";"Q292432";1
Distribution of linked "o";"15450522";1
Distribution of linked "o";"19791013";1
Distribution of linked "o";"16890225";1
Distribution of linked "o";"17551025";1
Distribution of linked "o";"18200914";1
Distribution of linked "o";"18950107";1
Distribution of linked "o";"19550203";1
Distribution of linked "o";"20061108";1
Distribution of linked "o";"18760603";1
Distribution of linked "o";"19871109";1
Distribution of linked "o";"19730602";1
Distribution of linked "o";"16421104";1
Distribution of linked "o";"16810317";1
Distribution of linked "o";"19510603";1
Distribution of linked "o";"19930316";1
Distribution of linked "o";"15501206";1
Distribution of linked "o";"16050219";1
Distribution of linked "o";"18811011";1
Distribution of linked "o";"19800926";1
Distribution of linked "o";"18400223";1
Distribution of linked "o";"19210226";1
Distribution of linked "o";"17230603";1
Distribution of linked "o";"17230613";1
Distribution of linked "o";"17880508";1
Distribution of linked "o";"19260904";1
Distribution of linked "o";"18730423";1
Distribution of linked "o";"18730424";1
Distribution of linked "o";"19570104";1
Distribution of linked "o";"19880217";1
Distribution of linked "o";"18701215";1
Distribution of linked "o";"18721015";1
Distribution of linked "o";"19560320";1
Distribution of linked "o";"19840813";1
Distribution of linked "o";"18410713";1
Distribution of linked "o";"19180411";1
Distribution of linked "o";"19180412";1
Distribution of linked "o";"14230608";1
Distribution of linked "o";"14610408";1
Distribution of linked "o";"18440220";1
Distribution of linked "o";"14170525";1
Distribution of linked "o";"14790210";1
Distribution of linked "o";"18920408";1
Distribution of linked "o";"19700416";1
Distribution of linked "o";"19610401";1
Distribution of linked "o";"18990419";1
Distribution of linked "o";"19690119";1
Distribution of linked "o";"18821012";1
Distribution of linked "o";"19690301";1
Distribution of linked "o";"18901001";1
Distribution of linked "o";"19751121";1
Distribution of linked "o";"20070924";1
Distribution of linked "o";"17830120";1
Distribution of linked "o";"17830620";1
Distribution of linked "o";"18600306";1
Distribution of linked "o";"18971221";1
Distribution of linked "o";"19860316";1
Distribution of linked "o";"19250117";1
Distribution of linked "o";"20050307";1
Distribution of linked "o";"18780706";1
Distribution of linked "o";"19500303";1
Distribution of linked "o";"18620216";1
Distribution of linked "o";"19361002";1
Distribution of linked "o";"18900915";1
Distribution of linked "o";"19180303";1
Distribution of linked "o";"20110407";1
Distribution of linked "o";"18960503";1
Distribution of linked "o";"19170627";1
Distribution of linked "o";"17690624";1
Distribution of linked "o";"18200601";1
Distribution of linked "o";"15470124";1
Distribution of linked "o";"15780411";1
Distribution of linked "o";"16050923";1
Distribution of linked "o";"16600909";1
Distribution of linked "o";"18740801";1
Distribution of linked "o";"19390103";1
Distribution of linked "o";"19641113";1
Distribution of linked "o";"16681114";1
Distribution of linked "o";"17451116";1
Distribution of linked "o";"17371214";1
Distribution of linked "o";"19161025";1
Distribution of linked "o";"20030726";1
Distribution of linked "o";"18060727";1
Distribution of linked "o";"18530608";1
Distribution of linked "o";"17770311";1
Distribution of linked "o";"18060315";1
Distribution of linked "o";"20000511";1
Distribution of linked "o";"18910206";1
Distribution of linked "o";"18720104";1
Distribution of linked "o";"18310701";1
Distribution of linked "o";"18870301";1
Distribution of linked "o";"18330720";1
Distribution of linked "o";"18940104";1
Distribution of linked "o";"17960821";1
Distribution of linked "o";"18390904";1
Distribution of linked "o";"16130118";1
Distribution of linked "o";"18460405";1
Distribution of linked "o";"19260205";1
Distribution of linked "o";"19340724";1
Distribution of linked "o";"20000516";1
Distribution of linked "o";"19211026";1
Distribution of linked "o";"16190402";1
Distribution of linked "o";"16800901";1
Distribution of linked "o";"19440322";1
Distribution of linked "o";"18810320";1
Distribution of linked "o";"18790310";1
Distribution of linked "o";"18600218";1
Distribution of linked "o";"19360420";1
Distribution of linked "o";"19030728";1
Distribution of linked "o";"19470719";1
Distribution of linked "o";"19820322";1
Distribution of linked "o";"19651124";1
Distribution of linked "o";"18740923";1
Distribution of linked "o";"19521019";1
Distribution of linked "o";"19730225";1
Distribution of linked "o";"20041215";1
Distribution of linked "o";"18490307";1
Distribution of linked "o";"18501007";1
Distribution of linked "o";"19120820";1
Distribution of linked "o";"19801119";1
Distribution of linked "o";"19320906";1
Distribution of linked "o";"18360716";1
Distribution of linked "o";"19150102";1
Distribution of linked "o";"16711226";1
Distribution of linked "o";"17420208";1
Distribution of linked "o";"19370920";1
Distribution of linked "o";"19370922";1
Distribution of linked "o";"18791225";1
Distribution of linked "o";"19670204";1
Distribution of linked "o";"17641225";1
Distribution of linked "o";"18350802";1
Distribution of linked "o";"17930226";1
Distribution of linked "o";"17831117";1
Distribution of linked "o";"18630224";1
Distribution of linked "o";"19010323";1
Distribution of linked "o";"19890525";1
Distribution of linked "o";"19401113";1
Distribution of linked "o";"17790127";1
Distribution of linked "o";"18490601";1
Distribution of linked "o";"19350128";1
Distribution of linked "o";"19291229";1
Distribution of linked "o";"19240313";1
Distribution of linked "o";"20020930";1
Distribution of linked "o";"18901204";1
Distribution of linked "o";"19850920";1
Distribution of linked "o";"19950913";1
Distribution of linked "o";"19071121";1
Distribution of linked "o";"19980211";1
Distribution of linked "o";"19410307";1
Distribution of linked "o";"19120513";1
Distribution of linked "o";"20020331";1
Distribution of linked "o";"18170627";1
Distribution of linked "o";"18930925";1
Distribution of linked "o";"18820827";1
Distribution of linked "o";"19591204";1
Distribution of linked "o";"17990731";1
Distribution of linked "o";"18621112";1
Distribution of linked "o";"18600929";1
Distribution of linked "o";"18600926";1
Distribution of linked "o";"19400614";1
Distribution of linked "o";"18301012";1
Distribution of linked "o";"19080714";1
Distribution of linked "o";"19060911";1
Distribution of linked "o";"18891231";1
Distribution of linked "o";"19630827";1
Distribution of linked "o";"18921222";1
Distribution of linked "o";"19290827";1
Distribution of linked "o";"18581004";1
Distribution of linked "o";"18350521";1
Distribution of linked "o";"19080804";1
Distribution of linked "o";"19940629";1
Distribution of linked "o";"18330509";1
Distribution of linked "o";"19120109";1
Distribution of linked "o";"20001120";1
Distribution of linked "o";"18350902";1
Distribution of linked "o";"18860523";1
Distribution of linked "o";"18810417";1
Distribution of linked "o";"19320503";1
Distribution of linked "o";"18830920";1
Distribution of linked "o";"19560424";1
Distribution of linked "o";"19500509";1
Distribution of linked "o";"19641120";1
Distribution of linked "o";"19861019";1
Distribution of linked "o";"19080707";1
Distribution of linked "o";"19830905";1
Distribution of linked "o";"16410630";1
Distribution of linked "o";"17190705";1
Distribution of linked "o";"19390830";1
Distribution of linked "o";"16650402";1
Distribution of linked "o";"17331011";1
Distribution of linked "o";"18721203";1
Distribution of linked "o";"19311030";1
Distribution of linked "o";"18940424";1
Distribution of linked "o";"19180106";1
Distribution of linked "o";"18460805";1
Distribution of linked "o";"18911022";1
Distribution of linked "o";"19150815";1
Distribution of linked "o";"20060824";1
Distribution of linked "o";"19390625";1
Distribution of linked "o";"19280512";1
Distribution of linked "o";"19380511";1
Distribution of linked "o";"19281225";1
Distribution of linked "o";"18560428";1
Distribution of linked "o";"18840807";1
Distribution of linked "o";"19530316";1
Distribution of linked "o";"19390621";1
Distribution of linked "o";"19330507";1
Distribution of linked "o";"19931229";1
