
;NB_triplets
Nb triplets;48751

;NB_o
Nb "o";22185

;NB_s
Nb "s";14637

;NB_p
nb "p";6

;ID;NAME;NB
Distribution of linked "o";"19290708";2
Distribution of linked "o";"18720714";2
Distribution of linked "o";"19721006";2
Distribution of linked "o";"19940517";2
Distribution of linked "o";"19050124";2
Distribution of linked "o";"19310903";2
Distribution of linked "o";"19180508";2
Distribution of linked "o";"18610615";2
Distribution of linked "o";"19390910";2
Distribution of linked "o";"19510317";2
Distribution of linked "o";"19471217";2
Distribution of linked "o";"19500605";2
Distribution of linked "o";"18850913";2
Distribution of linked "o";"19860407";2
Distribution of linked "o";"19841218";2
Distribution of linked "o";"Q1580314";2
Distribution of linked "o";"19270406";2
Distribution of linked "o";"20140416";2
Distribution of linked "o";"19780605";2
Distribution of linked "o";"Q350607";2
Distribution of linked "o";"19770525";2
Distribution of linked "o";"20100127";2
Distribution of linked "o";"Q216510";2
Distribution of linked "o";"19470125";2
Distribution of linked "o";"14710101";2
Distribution of linked "o";"19811027";2
Distribution of linked "o";"19871214";2
Distribution of linked "o";"Q112033";2
Distribution of linked "o";"20080405";2
Distribution of linked "o";"19170709";2
Distribution of linked "o";"14600101";2
Distribution of linked "o";"19161128";2
Distribution of linked "o";"19600909";2
Distribution of linked "o";"Q757418";2
Distribution of linked "o";"19230204";2
Distribution of linked "o";"19520401";2
Distribution of linked "o";"Q3194619";2
Distribution of linked "o";"19750000";2
Distribution of linked "o";"04970101";2
Distribution of linked "o";"19421226";2
Distribution of linked "o";"19200211";2
Distribution of linked "o";"19890701";2
Distribution of linked "o";"18571203";2
Distribution of linked "o";"19980319";2
Distribution of linked "o";"Q17505003";2
Distribution of linked "o";"19250106";2
Distribution of linked "o";"19931115";2
Distribution of linked "o";"Q255620";2
Distribution of linked "o";"16320000";2
Distribution of linked "o";"Q22442771";2
Distribution of linked "o";"19731025";2
Distribution of linked "o";"19770224";2
Distribution of linked "o";"19450821";2
Distribution of linked "o";"19481127";2
Distribution of linked "o";"19400522";2
Distribution of linked "o";"19590306";2
Distribution of linked "o";"19470215";2
Distribution of linked "o";"20030101";2
Distribution of linked "o";"19060905";2
Distribution of linked "o";"19230209";2
Distribution of linked "o";"20070922";2
Distribution of linked "o";"19530211";2
Distribution of linked "o";"19610210";2
Distribution of linked "o";"18060722";2
Distribution of linked "o";"19001121";2
Distribution of linked "o";"18790927";2
Distribution of linked "o";"18950809";2
Distribution of linked "o";"19450903";2
Distribution of linked "o";"19780829";2
Distribution of linked "o";"19191219";2
Distribution of linked "o";"19110225";2
Distribution of linked "o";"20060606";2
Distribution of linked "o";"19671204";2
Distribution of linked "o";"19690620";2
Distribution of linked "o";"18730107";2
Distribution of linked "o";"19261213";2
Distribution of linked "o";"19000815";2
Distribution of linked "o";"19570923";2
Distribution of linked "o";"19391016";2
Distribution of linked "o";"19390908";2
Distribution of linked "o";"18841116";2
Distribution of linked "o";"19811114";2
Distribution of linked "o";"Q539471";2
Distribution of linked "o";"19940719";2
Distribution of linked "o";"16770101";2
Distribution of linked "o";"19600808";2
Distribution of linked "o";"18840123";2
Distribution of linked "o";"18850715";2
Distribution of linked "o";"19360628";2
Distribution of linked "o";"19500215";2
Distribution of linked "o";"19161005";2
Distribution of linked "o";"20100708";2
Distribution of linked "o";"19630516";2
Distribution of linked "o";"19731008";2
Distribution of linked "o";"Q4201581";2
Distribution of linked "o";"19190510";2
Distribution of linked "o";"19620803";2
Distribution of linked "o";"19600421";2
Distribution of linked "o";"19600422";2
Distribution of linked "o";"19621102";2
Distribution of linked "o";"17210101";2
Distribution of linked "o";"19670301";2
Distribution of linked "o";"19410903";2
Distribution of linked "o";"19371231";2
Distribution of linked "o";"19841229";2
Distribution of linked "o";"19071221";2
Distribution of linked "o";"19480406";2
Distribution of linked "o";"19340609";2
Distribution of linked "o";"19541123";2
Distribution of linked "o";"19240707";2
Distribution of linked "o";"19650603";2
Distribution of linked "o";"18580822";2
Distribution of linked "o";"19340626";2
Distribution of linked "o";"19180207";2
Distribution of linked "o";"19680118";2
Distribution of linked "o";"19550417";2
Distribution of linked "o";"19030930";2
Distribution of linked "o";"18130603";2
Distribution of linked "o";"19070811";2
Distribution of linked "o";"19430115";2
Distribution of linked "o";"19101113";2
Distribution of linked "o";"14350101";2
Distribution of linked "o";"19400702";2
Distribution of linked "o";"18320917";2
Distribution of linked "o";"19560107";2
Distribution of linked "o";"19970902";2
Distribution of linked "o";"19350730";2
Distribution of linked "o";"19060624";2
Distribution of linked "o";"19900106";2
Distribution of linked "o";"19390228";2
Distribution of linked "o";"19850122";2
Distribution of linked "o";"14150101";2
Distribution of linked "o";"18670510";2
Distribution of linked "o";"18410619";2
Distribution of linked "o";"16830101";2
Distribution of linked "o";"15840101";2
Distribution of linked "o";"14620101";2
Distribution of linked "o";"19020321";2
Distribution of linked "o";"18880810";2
Distribution of linked "o";"19780103";2
Distribution of linked "o";"19701110";2
Distribution of linked "o";"19080103";2
Distribution of linked "o";"18011023";2
Distribution of linked "o";"17370101";2
Distribution of linked "o";"19920121";2
Distribution of linked "o";"17950101";2
Distribution of linked "o";"18050421";2
Distribution of linked "o";"19340731";2
Distribution of linked "o";"19781030";2
Distribution of linked "o";"19420705";2
Distribution of linked "o";"20070811";2
Distribution of linked "o";"19301201";2
Distribution of linked "o";"20110103";2
Distribution of linked "o";"19450918";2
Distribution of linked "o";"19610221";2
Distribution of linked "o";"19100216";2
Distribution of linked "o";"19030714";2
Distribution of linked "o";"19030829";2
Distribution of linked "o";"19721224";2
Distribution of linked "o";"19450701";2
Distribution of linked "o";"18131128";2
Distribution of linked "o";"19271120";2
Distribution of linked "o";"19300310";2
Distribution of linked "o";"18780516";2
Distribution of linked "o";"19330821";2
Distribution of linked "o";"19600000";2
Distribution of linked "o";"19450312";2
Distribution of linked "o";"18960311";2
Distribution of linked "o";"18790816";2
Distribution of linked "o";"19610511";2
Distribution of linked "o";"19120428";2
Distribution of linked "o";"19990728";2
Distribution of linked "o";"19500507";2
Distribution of linked "o";"19340218";2
Distribution of linked "o";"19450225";2
Distribution of linked "o";"Q883036";2
Distribution of linked "o";"19530913";2
Distribution of linked "o";"19450512";2
Distribution of linked "o";"19960523";2
Distribution of linked "o";"11400101";2
Distribution of linked "o";"19530413";2
Distribution of linked "o";"19450426";2
Distribution of linked "o";"19000402";2
Distribution of linked "o";"18660515";2
Distribution of linked "o";"19470720";2
Distribution of linked "o";"18790113";2
Distribution of linked "o";"19920516";2
Distribution of linked "o";"19440530";2
Distribution of linked "o";"19150423";2
Distribution of linked "o";"19650429";2
Distribution of linked "o";"18620222";2
Distribution of linked "o";"20070101";2
Distribution of linked "o";"19041106";2
Distribution of linked "o";"19840611";2
Distribution of linked "o";"19330624";2
Distribution of linked "o";"19530509";2
Distribution of linked "o";"Q203453";2
Distribution of linked "o";"18960322";2
Distribution of linked "o";"19540201";2
Distribution of linked "o";"20130329";2
Distribution of linked "o";"19510717";2
Distribution of linked "o";"19711028";2
Distribution of linked "o";"19590117";2
Distribution of linked "o";"Q699732";2
Distribution of linked "o";"19240529";2
Distribution of linked "o";"19230105";2
Distribution of linked "o";"19790805";2
Distribution of linked "o";"19580718";2
Distribution of linked "o";"19430305";2
Distribution of linked "o";"19670624";2
Distribution of linked "o";"18720123";2
Distribution of linked "o";"19101129";2
Distribution of linked "o";"18160101";2
Distribution of linked "o";"19650405";2
Distribution of linked "o";"18660706";2
Distribution of linked "o";"18910516";2
Distribution of linked "o";"19881129";2
Distribution of linked "o";"20030122";2
Distribution of linked "o";"15060101";2
Distribution of linked "o";"19120316";2
Distribution of linked "o";"19440420";2
Distribution of linked "o";"19130210";2
Distribution of linked "o";"19650825";2
Distribution of linked "o";"19570723";2
Distribution of linked "o";"19020403";2
Distribution of linked "o";"19101222";2
Distribution of linked "o";"19041029";2
Distribution of linked "o";"18830905";2
Distribution of linked "o";"19150611";2
Distribution of linked "o";"19651201";2
Distribution of linked "o";"19331130";2
Distribution of linked "o";"19200201";2
Distribution of linked "o";"19450319";2
Distribution of linked "o";"19570526";2
Distribution of linked "o";"18990518";2
Distribution of linked "o";"15700101";2
Distribution of linked "o";"19110805";2
Distribution of linked "o";"19260620";2
Distribution of linked "o";"18871012";2
Distribution of linked "o";"19671208";2
Distribution of linked "o";"19460704";2
Distribution of linked "o";"17650101";2
Distribution of linked "o";"19111117";2
Distribution of linked "o";"18860913";2
Distribution of linked "o";"19440303";2
Distribution of linked "o";"Q90334";2
Distribution of linked "o";"17360101";2
Distribution of linked "o";"14720101";2
Distribution of linked "o";"19141211";2
Distribution of linked "o";"19210916";2
Distribution of linked "o";"20140303";2
Distribution of linked "o";"19881212";2
Distribution of linked "o";"18120415";2
Distribution of linked "o";"14400101";2
Distribution of linked "o";"18750520";2
Distribution of linked "o";"17941013";2
Distribution of linked "o";"19630423";2
Distribution of linked "o";"18070101";2
Distribution of linked "o";"19101008";2
Distribution of linked "o";"19560808";2
Distribution of linked "o";"19170216";2
Distribution of linked "o";"19940202";2
Distribution of linked "o";"18080101";2
Distribution of linked "o";"19460228";2
Distribution of linked "o";"18860628";2
Distribution of linked "o";"19390216";2
Distribution of linked "o";"19611218";2
Distribution of linked "o";"19530214";2
Distribution of linked "o";"19741018";2
Distribution of linked "o";"19031029";2
Distribution of linked "o";"20021006";2
Distribution of linked "o";"19391216";2
Distribution of linked "o";"20050117";2
Distribution of linked "o";"18470101";2
Distribution of linked "o";"19820117";2
Distribution of linked "o";"19550612";2
Distribution of linked "o";"18940328";2
Distribution of linked "o";"19680125";2
Distribution of linked "o";"18690519";2
Distribution of linked "o";"19490529";2
Distribution of linked "o";"19450525";2
Distribution of linked "o";"19400208";2
Distribution of linked "o";"19450313";2
Distribution of linked "o";"20040329";2
Distribution of linked "o";"17620101";2
Distribution of linked "o";"18520807";2
Distribution of linked "o";"18230701";2
Distribution of linked "o";"18600504";2
Distribution of linked "o";"19730108";2
Distribution of linked "o";"19620326";2
Distribution of linked "o";"19350331";2
Distribution of linked "o";"19040120";2
Distribution of linked "o";"18490620";2
Distribution of linked "o";"19741010";2
Distribution of linked "o";"19560226";2
Distribution of linked "o";"19560218";2
Distribution of linked "o";"19091011";2
Distribution of linked "o";"Q648112";2
Distribution of linked "o";"19791023";2
Distribution of linked "o";"19630224";2
Distribution of linked "o";"18420610";2
Distribution of linked "o";"19651106";2
Distribution of linked "o";"17540101";2
Distribution of linked "o";"19120628";2
Distribution of linked "o";"20070718";2
Distribution of linked "o";"19660410";2
Distribution of linked "o";"19681016";2
Distribution of linked "o";"19490808";2
Distribution of linked "o";"19410925";2
Distribution of linked "o";"18541006";2
Distribution of linked "o";"Q79044";2
Distribution of linked "o";"19761007";2
